句子编号,情感极性,情感类型,情感强度,情感关键词,Intensity_norm,Intensity_polarized,Polarity_num,Emotional Types,Neutral_Polarity,Positive_Polarity,Negative_Polarity,小说编号
1332,负,悲伤,8,腾格里欲哭无泪,0.875,-0.875,2.0,Sad,0.0103503184713375,0.6355095541401274,0.354140127388535,B03
1333,负,悲伤,8,独自伫立窗前，怆然遥望北方,0.875,-0.875,2.0,Sad,0.0103503184713375,0.6355095541401274,0.354140127388535,B03
1,正,欣赏,6,鬣毛黑色，名字就叫黑鬣毛,0.625,0.625,1.0,Tru,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
2,负,悲伤,7,哀号着逃离，失败的情绪,0.75,-0.75,2.0,Sad,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
3,负,悲伤,6,稀里糊涂跟着它逃出了边界线,0.625,-0.625,2.0,Sad,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
4,正,满足,5,睁开眼睛，伸了个懒腰,0.5,0.5,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
5,正,期待,6,摩拳擦掌，急不可耐地想冲锋了,0.625,0.625,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
6,正,协同,7,大头狮刀疤脸和桃花眼算一路，迅速将老颈鹿包围起来,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
7,正,协同,6,紧跟在黑鬣毛身后，也朝溃逃的颈鹿群紧追猛撵,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
8,负,失望,6,红飘带躺倒不干了，大头狮刀疤脸和桃花眼也都一个接一个放弃努力,0.625,-0.625,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
9,负,遗憾,7,任何一个及时赶到，骑上颈鹿的背，只消像扇磨盘似的压住这头该死的颈鹿，大功也就告成了,0.75,-0.75,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
10,负,遗憾,6,姗姗来迟地赶到黑鬣毛身边,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
11,负,悔恨,7,一字儿排开，卧在黑鬣毛面前，目光凄楚，满脸都是悔恨的表情,0.75,-0.75,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
12,正,愤怒,7,听到它的哀叹，慢慢站起来，吼叫着，向鬣狗群跑去,0.75,0.75,1.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
13,负,失望,6,紧接着，大头狮刀疤脸和桃花眼也都有气无力地趴了下来,0.625,-0.625,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
14,负,愤怒,6,对狮子而言，雄狮难过饥饿关!可恶的鬣狗们,0.625,-0.625,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
15,负,悲伤,7,但大头狮刀疤脸桃花眼和红飘带也跟着它被鬣狗吞吃掉，就太冤枉了,0.75,-0.75,2.0,Sad,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
16,正,决心,7,与其被肮脏的鬣狗吃，倒不如让大头狮刀疤脸桃花眼和红飘带分而之,0.75,0.75,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
17,正,期待,6,桃花眼也活跃起来，两只爪子抠抓着草根，那动作的意义，好比磨刀霍霍,0.625,0.625,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
18,正,惊讶,6,大头狮挤开了刀疤脸和桃花眼，钻到黑鬣毛跟前，开始了一场空前绝后的表演,0.625,0.625,1.0,Surp,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
19,正,慷慨,6,假如它有权像处理遗产似的处理自己的遗体，它要把最好吃的内脏留给红飘带,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
20,正,责任,7,大头狮比刀疤脸桃花眼和红飘带早生了几天，是四个兄弟中最年的一个，理应由它送它上西天极乐世界去,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
21,负,悲伤,6,大头狮刀疤脸桃花眼和红飘带带着歉意最后看了黑鬣毛一眼，离开糖棕树，向茫茫罗利安大草原走去,0.625,-0.625,2.0,Sad,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
22,正,满足,5,用伏击的办法，逮着一只肥胖的貘，正准备吃呢,0.5,0.5,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
23,正,戏谑,6,它朝三个兄弟摇了摇尾，走吧，走吧，但愿这只貘是有毒的，谁抢去吃了谁就拉肚子,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
24,正,坚定,7,刀疤脸抬头看了看它，又扭头望望越来越近的红脸雄狮和脸雄狮，没有像桃花眼和红飘带那样扔弃死貘自己跑掉,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
25,负,悲伤,6,桃花眼却一反常态，被叫醒后，机械地站起来，睁开蒙眬睡眼，看了它一眼，四膝一软，又就地躺卧下去,0.625,-0.625,2.0,Sad,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
26,负,担忧,5,大头狮还以为桃花眼是疲乏过度，梦游太深，懵懵懂懂，没弄清是怎么回事,0.5,-0.5,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
27,负,担忧,6,它衔住桃花眼的一只耳朵，强行把桃花眼歪倒的脑壳提起来，嘴里咔咔咔发出一串狮子式的警报,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
28,负,担忧,7,危险正在逼近，快醒醒吧，把你的好梦分上下场，现在做的是上半场，换个地方再做完下半场吧,0.75,-0.75,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
29,负,愤怒,7,兄弟呀，你也睡得太死了嘛，是不是非要让沙特拉大雄狮咬断你的喉管，你才会醒来呀,0.75,-0.75,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
30,负,迷茫,6,桃花眼睁开迷惘的眼睛，呆呆地望着它,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
31,负,绝望,7,桃花眼的眼睛里泪光闪烁，嘴唇微微开启，小半根舌头力地拖在嘴外，一副听天由命的茫然神情,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
32,负,绝望,7,桃花眼知道沙特拉狮群正在向洼地搜索靠近，知道自己的处境很危险，但不愿再逃了，宁肯在昏睡中被咬死,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
33,负,愤怒,6,没办法，大头狮只好再次动粗，在桃花眼的大腿上狠狠咬了一口,0.625,-0.625,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
34,正,惊讶,7,桃花眼触电似的惊跳起来，终于被咬醒了，撒腿就逃,0.75,0.75,1.0,Surp,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
35,负,担忧,7,聪明的大头狮从刀疤脸的饥饿危机和桃花眼的瞌睡危机中，强烈地感觉到它们四只半大的雄狮正濒临灭绝的边缘,0.75,-0.75,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
36,负,担忧,7,刀疤脸的饥饿危机和桃花眼的瞌睡危机所反映出来的是同样一种心态：对前途绝望，已丧失了活下去的信心,0.75,-0.75,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
37,负,绝望,8,刀疤脸的饥饿危机和桃花眼的瞌睡危机虽说被它用强制的手段克服了，但这是治标不治本,0.875,-0.875,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
38,负,绝望,7,唉，即使是天不怕地不怕的雄狮，生命的意志也是很脆弱的啊,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
39,负,担忧,7,刀疤脸和桃花眼都有可能旧病重犯，去白白送死,0.75,-0.75,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
40,负,嫉妒,6,沙坑里还有一个躺卧的位置，按理说，该让老三桃花眼睡，但没等桃花眼跳下去，刀疤脸抢先一步,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
41,负,嫉妒,6,桃花眼委屈地从喉咙里发出呜呜的低吼，大头狮也不满地翘起胡须，用眼睛盯着刀疤脸,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
42,负,无奈,5,桃花眼只好气鼓鼓地睡在沙坑上,0.5,-0.5,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
43,负,无奈,5,大头狮也只好接受这个既成事实，和桃花眼并排而眠,0.5,-0.5,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
44,负,愤怒,6,最让它心态不平衡的是，坑底下的刀疤脸和红飘带将把它和桃花眼当做遮阳伞,0.625,-0.625,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
45,正,关心,6,桃花眼刀疤脸和红飘带都被吵醒了，焦急地望着它,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
46,正,满足,6,太阳偏西时，岩石的另一面终于出现了阴影，备受煎熬的刀疤脸和桃花眼才算从火焰似的阳光下解脱出来,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
47,正,满足,5,刀疤脸和桃花眼用舌头去舔背部的毛,0.5,0.5,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
48,正,期待,6,刀疤脸和桃花眼张着嘴，哼哼喘着气，东张西望，在寻找着什么,0.625,0.625,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
49,正,协同,7,它扯起喉咙拼命叫唤，刀疤脸和桃花眼艰难地靠拢来，桃花眼衔住红飘带的耳朵，刀疤脸在一侧刨沙子,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
50,正,协同,7,大头狮当机立断，用嘶哑的嗓音发出连续的吼叫，把刀疤脸桃花眼和红飘带唤到自己身边,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
51,负,绝望,7,大头狮刀疤脸和桃花眼的情况也跟红飘带差不多，舌头因干燥而僵硬，都法伸出嘴外舔洗沾在胡须上的沙粒了,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
52,负,绝望,7,刀疤脸桃花眼和它自己的情况虽然比红飘带稍好些，但也不同程度地出现了沙漠干渴综合症的早期症状,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
53,负,尴尬,6,突然，它看桃花眼四肢伸开，臀部微微下沉，尾巴卷向右侧，摆出了猫科动物典型的撒尿姿势,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
54,负,尴尬,6,大头狮不等桃花眼把尿撒出来，便抢先一步，用嘴兜着尿管喝起来,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
55,负,失望,6,可惜，桃花眼体内的水分消耗得差不多了，尿液少得可怜，才喝了两口，便断了线,0.625,-0.625,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
56,负,尴尬,6,大头狮开了个头，刀疤脸和桃花眼立刻仿效，你喝我的尿，我喝它的尿，彼此用尿解渴,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
57,正,协同,6,刀疤脸桃花眼和红飘带紧跟其后，也争先恐后地从小石山往下冲,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
58,负,恐惧,7,小池塘边那块巨大的黑色的岩石，活了起来，缓慢地动弹，缓慢地升高，竖起一张丑陋的黑脸,0.75,-0.75,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
59,正,期待,6,只要黑犀牛一离开小池塘，刀疤脸桃花眼和红飘带就可以趁机去喝水,0.625,0.625,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
60,负,绝望,7,不然的话，要不了多时间，它刀疤脸和桃花眼都会步红飘带的后尘，晕倒在小石山上的,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
61,负,绝望,7,大头狮把挑选的眼光投向红飘带，红飘带虽然已经苏醒，但垂着头，虚弱得像一条断了脊梁的癞皮狗,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
62,正,决心,6,大头狮心里存着一丝侥幸，带着刀疤脸和桃花眼冲下小石山,0.625,0.625,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
63,正,协同,6,跟预想的一样，大头狮绕到黑犀牛正面，刀疤脸绕到黑犀牛背面，桃花眼待在黑犀牛左侧,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
64,负,自私,6,它不过是比刀疤脸桃花眼和红飘带早出生几天，凭什么就要把生的希望让给它们，而把死亡留给自己呢,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
65,正,协同,7,大头狮兜了个小圈子，赶了回来，和桃花眼一起，跳到黑犀牛背上，撕咬吼叫,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
66,负,失望,7,黑犀牛对屡次跳到它身上来的大头狮和桃花眼弃之不顾，专心致志地对付刀疤脸,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
67,负,绝望,7,黑犀牛仅仅断了一条尾巴，元气未损，仍然可以转过头来继续与它和桃花眼鏖战,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
68,正,鼓励,7,呕呜嗷哦噢喔 桃花眼朝刀疤脸发出一串鼓励与鞭策式的吼叫,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
69,正,鼓励,6,刀疤脸摇摇欲坠地站在一蓬蒿草边，听到了大头狮和桃花眼的呼叫,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
70,正,协同,7,大头狮吼叫一声，快地蹿上去，一口叼住黑犀牛的一条后腿；桃花眼也照葫芦画瓢，蹿上来，叼住黑犀牛的另一条后腿,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
71,正,满足,6,大头狮和桃花眼跑过去一看，黑犀牛的两只眼窝被抠得稀巴烂，鼻被拔牙似的拔掉了，嘴涌着血沫，已经奄奄一息了,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
72,正,感激,6,桃花眼和红飘带兴奋地舔着大头狮的脚趾，以示感激,0.625,0.625,1.0,Grat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
73,正,得意,6,大头狮扬扬得意地躺卧在草丛中，心安理得地接受桃花眼和红飘带对它的感恩戴德,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
74,正,满足,5,桃花眼在穿越沙漠时脊背上被烈焰似的太阳晒脱了毛的皮肤也出了绒毛,0.5,0.5,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
75,正,轻松,5,大头狮带着桃花眼和红飘带，迈着悠闲的步伐，轻松愉快地朝牛摸去,0.5,0.5,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
76,负,愤怒,6,桃花眼离那位白人最近，忍不住张嘴想吼举爪想扑,0.625,-0.625,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
77,正,警惕,6,大头狮急忙用眼神制止桃花眼，不让它胡来,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
78,正,协同,5,桃花眼和红飘带都跑到大头狮身边来了,0.5,0.5,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
79,正,愤怒,7,你们大概是活得不耐烦了，好嘛，那就成全你们,0.75,0.75,1.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
80,正,协同,7,它朝跟在身后的桃花眼和红飘带做了个爪子刨地的动作，又轻声咕噜了几句，然后卧进一条被雨水冲刷出来的浅沟里,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
81,正,戏谑,6,桃花眼和红飘带先从乱石滩伸出头来，故意让两条狗看自己，装出一副心恋战的样子,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
82,正,戏谑,6,桃花眼和红飘带愈加显得心慌意乱，小跑着落荒而逃,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
83,正,满意,6,两条猎狗两只雄狮被自己追得狼狈逃窜，免不了得意忘形，注意力完全集中在桃花眼和红飘带身上,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
84,正,协同,5,桃花眼和红飘带逃出乱石滩，在一个岔路口你往东我往西，分头而行,0.5,0.5,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
85,正,满足,6,大头狮知道，桃花眼和红飘带听到它已向这伙猩猩一样的东西发起攻击，便赶走讨厌的狗，跑来增援它了,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
86,正,焦急,7,呕呜 汪汪 呕呜 汪汪 乱石滩后面传来狮子雄浑的吼声和猎狗惊慌的吠叫，大头狮知道，桃花眼和红飘带出现在乱石滩上,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
87,负,恐惧,7,那位白人举起双筒猎枪朝桃花眼和红飘带摆出瞄准的姿势,0.75,-0.75,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
88,负,恐惧,8,桃花眼和红飘带真要扑过来的话，必定是蛾扑火，自取灭亡,0.875,-0.875,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
89,正,坚决,7,倘若它大头狮受的不是致命伤，还有救的希望，还有一线生机，它当然巴不得它们冒着生命危险前来救援,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
90,正,坚决,7,它还有一口气，它要阻止桃花眼和红飘带前来送死,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
91,正,坚决,7,别过来，漂亮的短棍里藏着看不的魔爪毒牙!快走啊，他们不是猩猩，他们比猩猩厉害多了,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
92,负,恐惧,8,白人扣响了双筒猎枪，轰轰!霰弹贴着桃花眼和红飘带的头皮过去，打在它们身后的一块岩石上,0.875,-0.875,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
93,正,放心,6,听到桃花眼和红飘带安全脱险渐渐远去的声音，大头狮地舒了口气,0.625,0.625,1.0,Tru,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
94,正,庆幸,6,半夜，在猫头鹰凄厉的嚣叫声中，桃花眼和红飘带胆战心惊地摸回乱石滩，人狗和大头狮早已不知去向,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
95,正,庆幸,6,但愿人这种可怕的动物并不多，这辈子再也不要到他们了,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
96,负,恐惧,7,有一次火药灼焦了桃花眼颈上的鬣毛，差一点就在它的脑袋上钻了一个窟窿,0.75,-0.75,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
97,正,庆幸,6,幸亏桃花眼和红飘带躺卧在洼地里，前面有蚁丘和土堆遮挡，没被子弹伤着,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
98,负,恐惧,7,人类真是可怕，不仅能得心应手地使唤狗，还能随心所欲地指挥火,0.75,-0.75,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
99,负,恐惧,7,桃花眼和红飘带很想能跳起来，掉头奔逃，以躲避情的火焰,0.75,-0.75,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
100,负,恐惧,7,桃花眼和红飘带只能匍匐着身体，四爪抠地，慢慢朝后退缩,0.75,-0.75,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
101,负,恐惧,8,桃花眼这儿情况也很不妙，火线弯成一个弧形，从侧面向它席卷而来，快要把它给烤熟了,0.875,-0.875,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
102,正,庆幸,6,桃花眼和红飘带赶快将身体浸泡在河里，只露出嘴吻眼睛和耳朵,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
103,正,满足,5,桃花眼和红飘带湿漉漉地登上岸，抖落身上的水珠，便四处寻觅可以充饥的物,0.5,0.5,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
104,正,好奇,6,一条眼镜蛇在小路上缓缓爬行，桃花眼犹豫了一下，拔腿追了上去,0.625,0.625,1.0,Surp,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
105,负,饥饿,7,桃花眼实在是饿急了眼，有点不顾一切了,0.75,-0.75,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
106,负,失望,6,可还没等桃花眼赶到，眼镜蛇突然一扭身体，吱溜一声蹿到路边一棵小树上,0.625,-0.625,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
107,负,失望,6,桃花眼扑了个空,0.625,-0.625,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
108,负,愤怒,7,眼镜蛇尾巴钩住树枝，扁平的脑袋从树梢吊下来，朝站在树下翘首发呆的桃花眼恶毒地吞吐着鲜红的芯子,0.75,-0.75,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
109,负,失望,7,桃花眼馋得口水都流出来了，红飘带也恨不得立刻就把整只羊羔吞进肚子去,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
110,正,好奇,6,桃花眼试探地从洞口伸进半只脑袋去，笼内虽然很黑，但点点滴滴的月光渗透进去，里头的一切还是能看得清楚,0.625,0.625,1.0,Surp,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
111,正,疑惑,6,这只小羊羔如此容易擒捉，反而使桃花眼产生了怀疑,0.625,0.625,1.0,Anx,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
112,正,谨慎,7,如果这真是封闭式羊圈，为何会洞大开?它已知道，这块土地上几乎所有的五畜六谷，都是人类饲养和种植的,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
113,正,智慧,6,红飘带突然想起在罗利安沼泽看过的鹈鹕捉的情景,0.625,0.625,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
114,正,狡黠,7,两只狮子的脑袋里几乎同时想出了一个绝妙的主意：让猎豹进笼子去叼咬那只羊羔,0.75,0.75,1.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
115,负,惊讶,8,老猎豹扑到木柱前，张开血盆大口迫不及待地咬住小羊羔的脖子，用力拉扯，嘣，那根捆绑小羊羔的木柱刹那间跳起来,0.875,-0.875,2.0,Surp,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
116,负,惊讶,8,桃花眼和红飘带看得惊心动魄，看得瞠目结舌,0.875,-0.875,2.0,Surp,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
117,负,恐惧,8,桃花眼和红飘带吓得失魂落魄，转身就逃，一口气逃到巴逖亚沙漠的边缘,0.875,-0.875,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
118,负,无奈,6,世界上确实有不少好地方，但那些好地方要么是属于人类的，要么被大雄狮们占领了,0.625,-0.625,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
119,正,庆幸,6,并非独耳喀喀特别慈悲，富有同情心，怜悯家可归的桃花眼和红飘带，允许它们滞留在它的领地边缘,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
120,正,庆幸,6,桃花眼和红飘带之所以要选择独耳大雄狮的领地边缘做自己的固定栖息地，得益于以下几个有利因素,0.625,0.625,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
121,正,自信,6,桃花眼和红飘带在被其他狮群的大雄狮追得走投路时，多次冒着陷进泥潭的危险逃进锡斯查沼泽地，对这一带地形了如指掌,0.625,0.625,1.0,Tru,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
122,正,满足,5,比待在有几十只狮子的大狮群旁威胁要少一些，安全系数要大一些,0.5,0.5,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
123,正,希望,6,能更早些实现拥有自己领地和雌狮的梦想,0.625,0.625,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
124,正,决心,7,决心与独耳大雄狮周旋到底，期在这儿待下去,0.75,0.75,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
125,负,厌恶,6,所剩不多的鳄肉也已腐烂变质，吃在嘴里有一股怪味,0.625,-0.625,2.0,Disg,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
126,正,满足,5,舔沾在嘴胡须和爪掌上的血丝和肉屑,0.5,0.5,1.0,Sat,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
127,负,羡慕,6,抬着一头非洲水鹿，兴奋地吼叫着,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
128,负,愤怒,6,非洲水鹿还没有死绝，侧躺在地上踢蹬着四腿,0.625,-0.625,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
129,负,愤怒,7,老不死的，懒觉睡醒了，就有新鲜的血浆喝,0.75,-0.75,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
130,正,渴望,6,热腾腾香喷喷的鹿血蘑菇，入口即化，润肺养身,0.625,0.625,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
131,负,愤怒,7,这也太浪费了嘛，连腐烂的鳄肉都吃不饱,0.75,-0.75,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
132,负,嫉妒,6,日子过得太滋润了，有母狮替它猎水鹿，还有母狮替它舔理皮毛,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
133,正,渴望,7,恨不得现在就冲上去把独耳大雄狮咬死或赶走，自己取而代之,0.75,0.75,1.0,Hop,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
134,中,,4,只是一种假设一种推理，并非铁的事实,0.375,0.0,0.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
135,负,担忧,6,整天奔波，还是吃了上顿愁下顿,0.625,-0.625,2.0,,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
136,负,恐惧,6,可能还没等到独耳喀喀年老体衰，桃花眼自己先被生活淘汰掉了,0.625,-0.625,2.0,Fear,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
137,负,绝望,7,就算它能平安地...活下去，耐心等到独耳喀喀年老体衰，按部就班地夺取政权，也已狮到中年,0.75,-0.75,2.0,Disap,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
138,负,愤怒,6,桃花眼恨得牙龈流酸水，老不死的左拥右抱进入温柔乡了,0.625,-0.625,2.0,Ang,0.0015616866215512,0.4721499219156689,0.5262883914627798,B04
