句子编号,情感极性,情感类型,情感强度,情感关键词,Intensity_norm,Intensity_polarized,Polarity_num,Emotional Types,Neutral_Polarity,Positive_Polarity,Negative_Polarity,小说编号
966,正,惊讶,7,"雪弟,过,他们,这是,陈,大鸭子和,陈小鸭子",0.75,0.75,1.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
967,正,惊讶,7,"陈大鸭子和,陈小鸭子,只穿,一条,短裤,脸上,都是,汗污,浑身,脏兮兮,的,脚上,没有,穿鞋,他们,站在,疯老太,身边,满脸,羞涩地,对着,亲婆,和,雪弟,笑",0.75,0.75,1.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
968,正,决心,7,"雪弟,走上前一,步,拍了拍,陈大鸭子,肩膀,说,我去,和,学校里,说,我们,谢校,很好,的,她,会让,大鸭子,和,小鸭子,去,上学",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
969,正,骄傲,7,"疯老太,看着,雪弟,又一次,哈哈大笑,小鬼头,你说,有啥用,啊",0.75,0.75,1.0,Pri,0.0157480314960629,0.773753280839895,0.210498687664042,B06
970,正,关心,7,"雪弟,以为,亲婆,还,对,自己,态度,不满意,就,问道,亲婆,你,在想,什么啊,我在想,苏州河边,那,两个小囡,不能,去,上学,可怜",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
971,中,,5,"问题漂流瓶,这一章,写了,逞能,的,雪弟,闯,了祸,这是,童年,三伙伴,闯,鬼屋,那,一章,回应",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
972,中,,5,"在,这一章,中,雪弟,平生,第一次,闯,了,这么,大,的祸,有,了,第一次,的,耍赖",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
973,负,愤怒,7,"亲婆,对,雪弟,也,第一次,发,了,那么,大,的火",0.75,-0.75,2.0,Ang,0.0157480314960629,0.773753280839895,0.210498687664042,B06
974,中,,5,"在,雪弟,牛嘎糖,和,小蜜蜂,这,三人,小组,中,小蜜蜂,是,主意,最多,的,捣蛋鬼",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
975,正,羞愧,7,"雪弟,的,道歉,就是,证明",0.75,0.75,1.0,Sha,0.0157480314960629,0.773753280839895,0.210498687664042,B06
976,正,思考,7,"想一想,雪弟,扔瓜皮,闯,了祸,逃,回家时,他,心里,知道,不知道,亲婆,并,不会,袒护,他,童年河,的回答,闯,了祸,逃,回家,的,雪弟,是,隐约,知道,亲婆,的,态度,的,所以,他,才,第一次,跟,亲婆,耍赖",0.75,0.75,1.0,Calm,0.0157480314960629,0.773753280839895,0.210498687664042,B06
977,正,教育,8,"她,对,雪弟,的,第一次,发火,对于,雪弟,的,成,就是,一次,必要,的,棒喝",0.875,0.875,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
978,正,惊讶,7,"从,桥上,跳下去,一天,中午,雪弟,和,班里,同学,一起,走过,苏州河桥,突然,听到,有人,惊叫,看,有人,跳水",0.75,0.75,1.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
979,中,,5,"站在,雪弟,边上,一个,高年级,学生,绰号,肉塌,个子,高高,的,着,一张,胖嘟嘟,脸,平时,喜欢,欺负,小同学",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
980,负,生气,7,"雪弟,看,肉塌,嚣张,的,样子,心里,来了气,突然,冒出,一句话,有什么,不敢,别人,能跳,我,也能跳",0.75,-0.75,2.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
981,负,愤怒,7,"雪弟,看着,肉塌,满脸,抖动,的,胖肉,大声说,我,就跳,给,你看,我跳了,你,怎么样啊,名字,倒写,学狗叫嘛",0.75,-0.75,2.0,Ang,0.0157480314960629,0.773753280839895,0.210498687664042,B06
982,正,决心,7,"雪弟,把,肩上,书包,交给,小蜜蜂,随手,又,脱下,了,身上,的,汗衫",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
983,负,紧张,7,"小蜜蜂,接过,雪弟,的,汗衫,有点,慌了,他,凑近,雪弟,的,耳朵,低声说,你,真要跳啊,不要啊,不要,理他,雪弟,脸,涨得,通红,不说,一句话,接着,把,身上,的,裤,也,脱了下来",0.75,-0.75,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
984,正,兴奋,7,"牛嘎糖,雪弟,这么,坚决,在,一边,兴奋起来,跳着,大喊,快来看,洪雪弟,要,跳水了,快来看啊,本来,已经,走开,的,人,听到,牛嘎糖,喊叫,又,围拢,过来",0.75,0.75,1.0,Joy,0.0157480314960629,0.773753280839895,0.210498687664042,B06
985,负,嘲笑,7,"肉塌,不相信,雪弟,真的,会跳,站在,一边,看着,胖脸上,满是,不屑,的,表情",0.75,-0.75,2.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
986,正,决心,7,"雪弟,脱得,只剩下,一条,短裤,脚,一蹬,双手,撑,到了,桥栏上",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
987,负,着急,7,"小蜜蜂,急了,上前,拽住,雪弟,的,腿,想,把他,拉下来",0.75,-0.75,2.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
988,负,愤怒,7,"雪弟,踢,了,小蜜蜂,一脚,爬,上了,桥栏",0.75,-0.75,2.0,Ang,0.0157480314960629,0.773753280839895,0.210498687664042,B06
989,负,恐惧,8,"雪弟,站,到了,桥栏杆上,往下看,苏州河水,在,离,他,很远,的,底下,流淌",0.875,-0.875,2.0,Fear,0.0157480314960629,0.773753280839895,0.210498687664042,B06
990,正,回忆,7,"在,乡下时,雪弟,曾经,有过,从,桥上,往,河里,跳,的,经验",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
991,正,决心,7,"雪弟,用,的,是,插蜡烛,的,姿势,挺直,了,身子,脚,在下,头,在上,直挺挺,往下跳",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
992,负,恐惧,8,"雪弟,就像,站在,悬崖上,俯瞰,万仞绝壁,下面,的,大海,那,景象,实在,有点,可怕",0.875,-0.875,2.0,Fear,0.0157480314960629,0.773753280839895,0.210498687664042,B06
993,负,恐惧,8,"河里,波浪,翻滚,一个,个,转动,的,旋涡,就像,不怀好意,的,眼睛,正,仰望着,雪弟,仿佛,正在,嘲笑,他",0.875,-0.875,2.0,Fear,0.0157480314960629,0.773753280839895,0.210498687664042,B06
994,负,犹豫,7,"雪弟,有点,害怕,了,他,站在,桥栏上,犹豫着",0.75,-0.75,2.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
995,负,嘲笑,7,"嘿嘿,我知道,他,不敢,充啥好汉啊,雪弟,听,肉塌,的,声音,从,背后,传过来,乡下人,乖乖,爬下来吧,这么,高,的桥,跳下去,危险,下来吧,这是,一个,大人,的,声音",0.75,-0.75,2.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
996,正,关心,7,"喂,小朋友,当心,吃大板,有人在,提醒,雪弟",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
997,正,关心,7,"小蜜蜂,用手,轻轻,碰了一下,雪弟,的,脚",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
998,正,关心,7,"雪弟,低头看,小蜜蜂,正用,恳求,的,眼神,看着,他,这,眼神,的,意思,很明确,下来吧,别跳了,牛嘎糖,也,抬头,看着,雪弟,他,张大,了,嘴巴,想,喊叫,却,喊不出口",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
999,正,关心,7,"洪雪弟,下来吧,我们相信,你,敢跳,的,一个,小姑娘,的,声音,从,后面,传来,这声音,很熟悉,好像,是,彩彩,她,怎么也,来了呢,雪弟,一动不动,站在,桥栏上,好像没听,背后,传来,的,声音",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1000,正,决心,8,"雪弟,闭上眼睛,捂上,耳朵,深深地,吸了一口气,然后,伸开,双臂,奋力,向前,扑出去",0.875,0.875,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1001,负,疼痛,8,"桥上,很多人,都,惊叫起来,啊呀,吃大板了,雪弟,落水,的,感觉,就像,是,被人,在,背脊上,狠狠,拍打了一下,又闷,又疼,差点,晕过去",0.875,-0.875,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1002,正,开心,7,"雪弟,爬到,岸上,只小蜜蜂,和,牛嘎糖,已经,等,在那里,彩彩,也,站在,他们,身后",0.75,0.75,1.0,Joy,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1003,正,惊讶,7,"啊呀,你,背脊上,一大片,红颜色呢,彩彩,看着,雪弟,惊叫了一声",0.75,0.75,1.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1004,负,疼痛,7,"雪弟,感觉到,背脊上,火辣辣,的,有点疼",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1005,正,关心,7,"牛嘎糖,拍拍,雪弟,的,肩胛",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1006,正,关心,7,"小蜜蜂,边说边,把,衣服,递给,雪弟",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1007,中,,5,"雪弟,却,不说话,也不接,小蜜蜂,递过来,的,衣服",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1008,正,决心,7,"雪弟,抹了一下,湿漉漉,的,头发,向,桥头,走去",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1009,正,决心,7,"雪弟,正准备,往,桥栏上爬,有人,劝他,算了,别再跳了,跳过一次,可以啦,肉塌,瞪着,雪弟,嘴巴,动了几下,却,说不出话",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1010,正,决心,7,"雪弟,又,站到了,桥栏杆上",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1011,正,决心,8,"这次,一定,要,跳出,点,样子来,雪弟,张开,双臂,又一次,奋力,跳了出去",0.875,0.875,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1012,正,骄傲,7,"落水,的,时候,雪弟,头朝下,两手,并拢,在前,身体,保持,着,垂直,的,姿态,身体,插入,水中时,竟然,没有,溅起,多少,水花",0.75,0.75,1.0,Pri,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1013,正,关心,7,"彩彩,趴在,桥栏上,等着,雪弟,从,河面上,冒出来",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1014,负,焦虑,8,"雪弟,落水,激起,的,涟漪,已经,消散,可,水面上,却,迟迟不,雪弟,的,脑袋,冒出来",0.875,-0.875,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1015,负,焦虑,8,"洪雪弟,快出来,彩彩,对着,河面,大声喊,周围,的,人,也喊起来,惊惶,的,声音,乱纷纷,响成,一片",0.875,-0.875,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1016,负,焦虑,8,"所有,人,都,趴在,桥栏上,焦急地,等着,雪弟,出来",0.875,-0.875,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1017,正,惊喜,7,"那是,离,雪弟,落水,几十米,远,的,地方,只,一个,小小,的,黑脑袋,从,水里,冒出来",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1018,正,骄傲,7,"刚才,是,雪弟,在,水下,潜游呢,雪弟,翻了个身,换成,仰泳,的,姿势,还,对,桥上,的,人群,挥了挥手",0.75,0.75,1.0,Pri,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1019,正,开心,7,"小蜜蜂,从,人堆里,挤出来,手上,捧着,雪弟,的,衣裤,走到,河岸边,跟着,在,河里,游泳,的,雪弟,往前,走去",0.75,0.75,1.0,Joy,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1020,正,欢乐,7,"雪弟,在,河里,欢快地,游着,不时,腾出手来,向,岸上,挥动一下",0.75,0.75,1.0,Joy,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1021,正,欢乐,7,"岸上,的,孩子们,一边走,一边喊,雪弟,的,名字",0.75,0.75,1.0,Joy,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1022,正,回忆,7,"雪弟,游过,一座桥,又游过,一座桥,河面,越来越宽,再往前游,就是,外白渡桥,那是,苏州河,流进,浦江,的,地方",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1023,正,轻松,7,"在,离,外白渡桥,不远,的,地方,雪弟,游到,岸边,在,一个,船码头,爬上,了岸",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1024,正,自豪,8,"雪弟,一上岸,就,被,孩子们,包围起来,大家,就像,是,迎接,一个,凯旋,的,英雄",0.875,0.875,1.0,Pri,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1025,正,开心,7,"彩彩,递给,他,一块,手帕,雪弟,草草,擦了擦,身上,的,水,接过,小蜜蜂,递来,的,衣裤,快地,套,到了,身上",0.75,0.75,1.0,Joy,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1026,正,骄傲,7,"雪弟,你真厉害,真是,一条好汉呢,牛嘎糖,站在,雪弟,身边,满脸,都是,骄傲,的,表情,好像是,他,自己,刚才,跳水,游泳,一样",0.75,0.75,1.0,Pri,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1027,中,,5,"雪弟,边,穿衣服,边,对,牛嘎糖,说",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1028,中,,5,"雪弟,回头看去,只,肉塌,一个人,站在,路对面,正朝,这里,望着",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1029,正,惊讶,7,"雪弟,看,自己,了,肉塌,尴尬地,笑了一笑,突然,放开,喉咙,大吼了,三声,汪,汪,汪,吼完,转身就跑,一溜烟,跑得,不了人,影",0.75,0.75,1.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1030,正,欢乐,8,"雪弟,的,周围,爆发,出,一阵,开心,的,大笑",0.875,0.875,1.0,Joy,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1031,中,,5,"问题漂流瓶,这一章,写,雪弟,在,苏州河上,跳水,的,故事",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1032,正,决心,7,"雪弟,第一次,跳水,有,赌气,的,成分",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1033,正,决心,7,"因为,雪弟,的,头脑,中,有,一幅,潇洒,优雅,的,跳水图",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1034,中,,5,"可,如果,是,你,你,是,支持,雪弟,往下跳,还是,劝,雪弟,不要,因为,逞能,和,赌气,而,冒险,童年河,的,回答,这个问题,没有,标准答案",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1035,正,骄傲,7,"雪弟,有,那样,的,游泳,技术,还是,被,大板,了",0.75,0.75,1.0,Pri,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1036,正,关心,7,"她,经常,问,雪弟,那个,送猫,来,的,小姑娘,啥时候,会,再到,家里,来",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1037,中,,5,"雪弟,从,三年级,升到,四年级了",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1038,负,惊讶,7,"那天,新学期,开学,雪弟,走进教室,发现,前面,彩彩,的,座位,空着",0.75,-0.75,2.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1039,负,疑惑,7,"雪弟,坐着,不动,他,呆呆地,看着,前面,课桌上,那堆,书,心里,充满,了,疑问,彩彩,平时,从来,不迟到,更不会,缺课,今天,她,为什么,不来,上学呢,难道是,生病,了,雪弟,呆呆地,想着,突然,发现,身边,站着,个人",0.75,-0.75,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1040,负,疑惑,7,"沈老师,也,默默,地,看着,彩彩,那堆,新书,脸上,的,表情,让,雪弟,捉摸不透",0.75,-0.75,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1041,正,关心,7,"老师,她,为什么,不来呢,雪弟,问",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1042,正,决心,7,"雪弟,突然,涌起,一个,念头,轻声说,老师,这些书,我,帮,唐彩彩,送去,好吗,你送去,沈老师,看着,雪弟,沉吟了一下,问,你认识,她家,吗,我去过,她家,在,苏州河边,的,大楼里",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1043,正,决心,7,"沈老师,收起,小网兜,交给,雪弟,转身,走出,了,教室",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1044,正,决心,7,"雪弟,背着,书包,提着,装着,课本,的,网兜,在,校门口,等了一会儿,只,沈老师,和,谢校,一起,走了出来",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1045,正,礼貌,7,,0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1046,正,礼貌,7,"雪弟,叫了一声,谢校好,谢校,看着,雪弟,点了点头,想说什么,却,欲言又止",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1047,正,决心,7,"雪弟,和,沈老师,一起,默默地,走着",0.75,0.75,1.0,Hop,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1048,正,关心,7,"雪弟,忍不住,问,老师,唐彩彩,为什么,不来,上学",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1049,正,惊讶,7,"他们,要,搬家了,离开,上海,去,很远,的,地方",0.75,0.75,1.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1050,中,,5,"雪弟,听着,妇女们,的,议论,尽管,有,一些,似懂非懂,的,陌生字眼,但,他,大概,知道,了,彩彩,家里,发生,了,什么事",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1051,负,惊讶,7,"电梯,下来,了,开电梯,的,张师傅,还,记得,雪弟,可,脸上,却,没有,了,第一次,到,他时,的,笑容",0.75,-0.75,2.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1052,负,疑惑,7,"他,皱着眉头,问,雪弟,你来,干什么,彩彩家,今天,忙着呢",0.75,-0.75,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1053,正,解释,7,"我和,老师,一起来,给,彩彩,送,课本",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1054,正,礼貌,7,"雪弟,低声,回答",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1055,正,惊讶,7,"张师傅,这才,看到,了,在,雪弟,身后,走进,电梯,的,沈老师",0.75,0.75,1.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1056,负,惊讶,7,"雪弟,走进,彩彩家,不禁,吃了,一惊,原来,干净整洁,的,客厅,现在,变得,乱七八糟,满地,杂物",0.75,-0.75,2.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1057,负,悲伤,8,"看到,沈老师,和,雪弟,彩彩,竟,说不出话,两颗,晶莹,的,泪珠,从,眼睛里,滚出来",0.875,-0.875,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1058,负,失望,7,"雪弟,感觉,沈老师,的,话,听上去,那么,空洞,她,脸上,的,微笑,也,显得,很,勉强",0.75,-0.75,2.0,Disap,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1059,正,礼貌,7,"彩彩,向,雪弟,招,了一下手,提着,装,课本,的,网兜,转身,向,里屋,走",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1060,正,礼貌,7,"雪弟,跟了,进去",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1061,负,惊讶,7,"雪弟,发现,墙上,的,画片,了",0.75,-0.75,2.0,Surp,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1062,中,,5,"雪弟,想,安慰,彩彩,却,想不,出,更好,的,话来",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1063,负,悲伤,7,"彩彩,告诉,雪弟,那小孩,就是,她,爸爸",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1064,正,安慰,7,"雪弟,看到,彩彩,这么,难过,的,样子,结结巴巴地,安慰她,你,别,难过啊,去,了,还,可以,再,回来,的,教室里,你,的,座位,空着,还,在,我,的,前面,等着,你,回来,坐",0.75,0.75,1.0,Calm,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1065,正,回忆,7,"彩彩,翻动,箱子,里,的,衣物时,雪弟,看到,他,画,的,那幅,蜻蜓荷花图,在,箱子,的,底下,放着",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1066,正,关心,7,"你家,那只,大白猫,呢",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1067,负,悲伤,7,"听,雪弟,这么说,彩彩,愣了一下,忍不住,又,流下,两行,眼泪",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1068,正,礼貌,7,"彩彩,的,爸爸,从,楼下,上来,了,他,拍着,身上,的,灰尘,满面,歉疚地,和,沈老师,打招呼,对不起,沈老师,实在,失礼了",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1069,正,礼貌,7,"沈老师,带着,雪弟,走了,出来",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1070,正,礼貌,7,"雪弟,走进,电梯,看着,彩彩,说不出,一句话",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1071,负,悲伤,7,"彩彩,也,看着,雪弟,晶莹,的,目光中,含着,凄哀,的,微笑",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1072,负,悲伤,8,"电梯门,关上时,雪弟,听,彩彩,的,声音,从,电梯门缝里,钻进来,到了,那里,我,会,写信,来,的,电梯,哐当哐当,往下开,沈老师,眼圈,发红,一声不吭,开电梯,的,张师傅,也,沉着脸,不说,一句话",0.875,-0.875,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1073,正,礼貌,7,"雪弟,在,大楼,门口,和,沈老师,说,再,时,沈老师,没有说,一句话,点了点头,转身,走,了",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1074,正,欣赏,7,"雪弟,抬头,看,大楼,上面,的,一个,个,窗户,已经,亮起,了,灯光",0.75,0.75,1.0,Tru,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1075,负,悲伤,7,"雪弟,回家后,闷闷不乐,手里,拿,一本书,却,看不,进去",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1076,负,悲伤,7,"吃晚饭时,雪弟,埋头,吃饭,不说,一句话",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1077,正,关心,7,"姆妈,问,雪弟,有,什么,心事,雪弟,摇摇头",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1078,正,关心,7,"阿爹,放下,饭碗,看着,雪弟,无精打采,的,样子,收敛,了,脸上,的,微笑,很,认真地,问道,雪弟,你,怎么,啦",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1079,中,,5,"阿爹,和,姆妈,听,了,雪弟,的,叙述,相对无言",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1080,负,疑惑,7,"这些话,雪弟,听着,如,在云里雾里",0.75,-0.75,2.0,Anx,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1081,正,成长,7,"雪弟,了,一岁,也,升,了,一个,年级",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1082,负,迷茫,7,"唐彩彩,一家,的,遭遇,给,雪弟,留下,了,很多,疑惑,和,迷茫",0.75,-0.75,2.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1083,正,信任,7,"雪弟家,的,灯塔,是,阿爹",0.75,0.75,1.0,Tru,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1084,中,,5,"河里,的,生死搏斗,那天,上学,时,雪弟,和,牛嘎糖,一起,出门,在,弄堂口,遇到,小蜜蜂,和,他,妈妈",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1085,正,礼貌,7,"小蜜蜂,答应,了一声,和,雪弟,一起,转身,往,学校,方向,走去",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1086,中,,5,"背后,又,传来,他,妈妈,的,叫喊,不要,和,野蛮小鬼,在一起,鬼混啊,早点,回家,小蜜蜂,又,应了一声,背对着,他妈,朝,雪弟,和,牛嘎糖,做,了,一个,鬼脸",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1087,中,,5,"雪弟,却,对,苏州河,里,的,没有,什么,兴趣",0.5,0.0,0.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1088,负,悲伤,7,"雪弟,班级,的,教室里,少,了,彩彩,但,她,的,座位,一直,空着,没有人,坐",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1089,负,悲伤,7,"雪弟,看着,前面,的,空,座位,觉得,心里,也,空空,的",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1090,正,回忆,7,"这些,歌词,让,雪弟,想起,了,崇明岛,想起,了,家乡,的,景",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1091,正,回忆,7,"歌词里,唱,的,好像,就是,雪弟,日思夜想,的,家乡",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1092,正,回忆,7,"高高,的,天空,雄鹰,在,翔,好像,在,守卫,辽阔,美丽,的,土地,一会儿,在,草原,一会儿,又,向,森林,去,唱,这一段,歌词时,雪弟,想起,了,远方,的,彩彩,想起,了,彩彩,家乡,的,那座,彩苹山",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1093,负,悲伤,7,"彩彩,在,山下,是否,能,听到,这样,的,歌声呢,这首歌,虽然,优美,但,让,雪弟,感觉,到,一种,忧伤,就像,一缕,轻烟,在,雪弟,心里,飘绕不散",0.75,-0.75,2.0,Sad,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1094,正,欣赏,7,"雪弟,最后,一个,走出,教室,他,站在,晒台上,看着,下面,的,苏州河",0.75,0.75,1.0,Tru,0.0157480314960629,0.773753280839895,0.210498687664042,B06
1095,正,回忆,7,"雪弟,想起,了,第一天,上学,时,他,走上,晒台,找不到,下,晒台,的,门,彩彩,突然,从,门里,露出,一个,笑脸,向,他,招手,嘴里,喊着,嗨,快下去吧,要上课了,快下来啊,一个人,待着,干吗,晒台,门口,露出,一张,脸,不是,彩彩,是,小蜜蜂,他,大声,喊着,快啊,到,河边,捉,去",0.75,0.75,1.0,,0.0157480314960629,0.773753280839895,0.210498687664042,B06
